ts,task,empid,sec
2023-08-01 09:00:44,0,0,48353
2023-08-01 09:03:22,4,0,153
2023-08-01 09:03:55,4,0,32
2023-08-01 09:04:22,4,0,27
2023-08-01 09:04:49,4,0,26
2023-08-01 09:05:12,4,0,23
2023-08-01 09:05:39,4,0,25
2023-08-01 09:06:02,4,0,23
2023-08-01 09:06:27,4,0,24
2023-08-01 09:06:56,4,0,29
2023-08-01 09:07:21,4,0,24
2023-08-01 09:07:49,4,0,27
2023-08-01 09:08:15,4,0,25
2023-08-01 09:08:38,4,0,23
2023-08-01 09:09:04,4,0,25
2023-08-01 09:09:51,4,0,46
2023-08-01 09:10:21,4,0,29
2023-08-01 09:10:54,4,0,32
2023-08-01 09:11:17,4,0,23
2023-08-01 09:11:43,4,0,25
2023-08-01 09:12:09,4,0,25
2023-08-01 09:12:30,4,0,21
2023-08-01 09:12:52,4,0,22
2023-08-01 09:13:20,4,0,26
2023-08-01 09:13:48,4,0,28
2023-08-01 09:14:10,4,0,22
2023-08-01 09:14:33,4,0,22
2023-08-01 09:15:02,4,0,28
2023-08-01 09:15:25,4,0,22
2023-08-01 09:15:52,4,0,27
2023-08-01 09:16:18,4,0,25
2023-08-01 09:16:55,4,0,36
2023-08-01 09:17:21,4,0,25
2023-08-01 09:17:46,4,0,24
2023-08-01 09:18:10,4,0,23
2023-08-01 09:18:33,4,0,23
2023-08-01 09:19:08,4,0,34
2023-08-01 09:19:36,4,0,27
2023-08-01 09:20:07,4,0,30
2023-08-01 09:20:33,4,0,26
2023-08-01 09:21:04,4,0,30
2023-08-01 09:21:31,4,0,26
2023-08-01 09:21:56,4,0,24
2023-08-01 09:22:27,4,0,30
2023-08-01 09:22:52,4,0,24
2023-08-01 09:23:23,4,0,31
2023-08-01 09:23:51,4,0,27
2023-08-01 09:24:51,4,0,59
2023-08-01 09:25:20,4,0,28
2023-08-01 09:25:51,4,0,30
2023-08-01 09:26:39,4,0,47
2023-08-01 09:27:16,4,0,36
2023-08-01 09:33:34,0,0,292
2023-08-01 09:33:59,4,0,23
2023-08-01 09:34:26,4,0,27
2023-08-01 09:34:47,4,0,20
2023-08-01 09:35:11,4,0,24
2023-08-01 09:35:42,4,0,29
2023-08-01 09:36:07,4,0,25
2023-08-01 09:36:33,4,0,26
2023-08-01 09:36:59,4,0,25
2023-08-01 09:37:22,4,0,22
2023-08-01 09:37:44,4,0,22
2023-08-01 09:38:09,4,0,24
2023-08-01 09:38:37,4,0,27
2023-08-01 09:38:56,4,0,19
2023-08-01 09:39:19,4,0,22
2023-08-01 09:39:50,4,0,31
2023-08-01 09:40:20,4,0,29
2023-08-01 09:40:45,4,0,24
2023-08-01 09:41:16,4,0,31
2023-08-01 09:41:59,4,0,42
2023-08-01 09:42:25,4,0,25
2023-08-01 09:42:57,4,0,31
2023-08-01 09:43:22,4,0,24
2023-08-01 09:43:45,4,0,23
2023-08-01 09:44:13,4,0,27
2023-08-01 09:44:36,4,0,23
2023-08-01 09:45:08,4,0,30
2023-08-01 09:45:29,4,0,21
2023-08-01 09:45:56,4,0,26
2023-08-01 09:46:19,4,0,23
2023-08-01 09:46:42,4,0,23
2023-08-01 09:47:09,4,0,26
2023-08-01 09:47:32,4,0,22
2023-08-01 09:47:57,4,0,25
2023-08-01 09:48:23,4,0,25
2023-08-01 09:48:50,4,0,26
2023-08-01 09:49:18,4,0,27
2023-08-01 09:49:48,4,0,29
2023-08-01 09:50:13,4,0,24
2023-08-01 09:50:38,4,0,25
2023-08-01 09:51:00,4,0,21
2023-08-01 09:51:37,4,0,37
2023-08-01 15:51:46,3,0,118
2023-08-01 15:53:41,3,0,112
2023-08-01 16:03:00,3,0,99
2023-08-01 16:04:48,3,0,106
2023-08-01 16:06:35,3,0,104
2023-08-01 16:08:32,3,0,114
2023-08-01 16:10:26,3,0,110
2023-08-01 16:12:37,3,0,129
2023-08-01 16:14:33,3,0,113
2023-08-01 16:16:29,3,0,113
2023-08-01 16:18:15,3,0,103
2023-08-01 16:20:06,3,0,108
2023-08-01 16:22:21,3,0,132
2023-08-01 16:24:28,3,0,124
2023-08-01 16:26:13,3,0,102
2023-08-01 16:27:52,3,0,97
2023-08-01 16:29:40,3,0,104
2023-08-01 16:50:09,0,0,1085
2023-08-01 16:50:42,0,0,25
2023-08-01 16:52:43,3,0,117
2023-08-01 16:54:59,3,0,134
2023-08-01 16:57:16,3,0,133
2023-08-01 17:00:02,3,0,162
2023-08-01 17:02:09,3,0,125
2023-08-01 17:03:46,3,0,94
2023-08-01 17:05:34,3,0,105
2023-08-01 17:07:24,3,0,107
2023-08-01 17:09:17,3,0,110
2023-08-01 17:11:02,3,0,102
2023-08-01 17:12:53,3,0,108
2023-08-01 17:14:47,3,0,111
2023-08-01 17:16:40,3,0,111
2023-08-01 17:18:40,3,0,116
2023-08-01 17:20:29,3,0,106
2023-08-01 17:22:23,3,0,112
2023-08-01 17:24:13,3,0,108
2023-08-01 17:26:12,3,0,115
2023-08-01 17:28:51,3,0,155
2023-08-01 17:31:30,3,0,155
2023-08-01 17:33:32,3,0,118
2023-08-01 17:35:26,3,0,112
2023-08-01 17:37:51,3,0,141
2023-08-01 17:39:50,3,0,117
2023-08-01 17:42:07,3,0,131
2023-08-01 17:44:57,3,0,166
2023-08-01 17:46:59,3,0,119
2023-08-01 17:48:54,3,0,112
