ts,task,empid,sec
2023-08-02 09:00:18,0,0,101575
2023-08-02 09:02:41,3,0,139
2023-08-02 09:04:44,3,0,120
2023-08-02 09:06:38,3,0,110
2023-08-02 09:08:44,3,0,124
2023-08-02 09:10:35,3,0,108
2023-08-02 09:13:12,3,0,152
2023-08-02 09:15:08,3,0,114
2023-08-02 09:17:00,3,0,109
2023-08-02 09:18:57,3,0,114
2023-08-02 09:20:49,3,0,108
2023-08-02 09:23:08,3,0,136
2023-08-02 09:24:43,3,0,92
2023-08-02 09:27:12,3,0,146
2023-08-02 09:29:38,3,0,142
2023-08-02 09:31:19,3,0,98
2023-08-02 09:33:20,3,0,118
2023-08-02 09:35:22,3,0,119
2023-08-02 09:37:29,3,0,123
2023-08-02 09:39:59,3,0,147
2023-08-02 09:42:18,3,0,136
2023-08-02 09:44:27,3,0,125
2023-08-02 09:46:47,3,0,137
2023-08-02 10:01:50,3,0,871
2023-08-02 10:03:47,3,0,114
2023-08-02 10:06:08,3,0,138
2023-08-02 10:10:31,3,0,256
2023-08-02 10:12:28,3,0,114
2023-08-02 10:14:27,3,0,116
2023-08-02 10:20:15,3,0,340
2023-08-02 10:24:41,3,0,258
2023-08-02 10:27:22,3,0,158
2023-08-02 10:30:08,3,0,162
2023-08-02 11:05:46,3,0,2079
2023-08-02 11:07:34,3,0,106
2023-08-02 11:10:01,3,0,144
2023-08-02 11:12:45,3,0,160
2023-08-02 11:15:04,3,0,135
2023-08-02 11:17:12,3,0,125
2023-08-02 11:19:39,3,0,143
2023-08-02 11:21:35,3,0,113
2023-08-02 11:24:07,3,0,149
2023-08-02 11:26:22,3,0,130
2023-08-02 11:28:49,3,0,144
2023-08-02 11:30:59,3,0,127
2023-08-02 11:33:04,3,0,121
2023-08-02 11:35:16,3,0,129
2023-08-02 11:37:03,3,0,104
2023-08-02 11:38:51,3,0,106
2023-08-02 11:40:56,3,0,121
2023-08-02 11:42:52,3,0,114
2023-08-02 11:44:51,3,0,116
2023-08-02 11:46:32,3,0,98
2023-08-02 11:57:06,0,0,560
2023-08-02 11:59:43,3,0,153
2023-08-02 12:02:16,3,0,149
2023-08-02 12:04:04,3,0,105
2023-08-02 12:06:18,3,0,131
2023-08-02 12:08:00,3,0,99
2023-08-02 12:14:27,3,0,91
2023-08-02 12:17:13,3,0,161
2023-08-02 12:19:01,3,0,106
2023-08-02 14:00:56,0,0,4237
2023-08-02 14:05:01,3,0,239
2023-08-02 14:07:21,3,0,137
2023-08-02 14:09:12,3,0,108
2023-08-02 14:11:18,3,0,122
2023-08-02 14:14:14,3,0,173
2023-08-02 14:16:43,3,0,144
2023-08-02 14:19:26,3,0,160
2023-08-02 14:21:47,3,0,136
2023-08-02 14:23:43,3,0,114
2023-08-02 14:25:53,3,0,126
2023-08-02 14:27:39,3,0,104
2023-08-02 14:29:39,3,0,117
2023-08-02 14:30:37,3,0,56
2023-08-02 14:32:21,3,0,102
2023-08-02 14:34:25,3,0,120
2023-08-02 14:36:06,3,0,99
2023-08-02 14:38:21,3,0,132
2023-08-02 14:39:58,3,0,94
2023-08-02 14:41:38,3,0,97
2023-08-02 14:43:53,3,0,131
2023-08-02 14:46:16,3,0,139
2023-08-02 14:47:52,3,0,94
2023-08-02 14:49:48,3,0,113
2023-08-02 14:49:49,3,0,1
2023-08-02 14:51:45,3,0,56
2023-08-02 14:53:19,3,0,91
2023-08-02 14:55:16,3,0,114
2023-08-02 14:57:05,3,0,107
2023-08-02 14:59:02,3,0,113
2023-08-02 15:00:58,3,0,114
2023-08-02 15:02:38,3,0,98
2023-08-02 15:04:17,3,0,96
2023-08-02 15:35:06,0,0,1445
2023-08-02 15:37:00,3,0,110
2023-08-02 15:38:51,3,0,109
2023-08-02 15:40:50,3,0,116
2023-08-02 15:41:33,3,0,42
2023-08-02 15:43:56,3,0,139
2023-08-02 15:46:14,3,0,135
2023-08-02 15:48:27,3,0,130
2023-08-02 15:50:45,3,0,134
2023-08-02 15:52:30,3,0,80
2023-08-02 15:54:10,3,0,98
2023-08-02 15:58:42,3,0,265
2023-08-02 16:00:45,3,0,120
2023-08-02 16:02:50,3,0,122
2023-08-02 16:04:35,3,0,102
2023-08-02 16:07:00,3,0,142
2023-08-02 16:09:07,3,0,123
2023-08-02 16:10:59,3,0,109
2023-08-02 16:13:42,3,0,159
2023-08-02 16:16:06,3,0,141
2023-08-02 16:17:58,3,0,109
2023-08-02 16:19:38,3,0,98
2023-08-02 16:21:26,3,0,105
