ts,task,empid,sec
2023-08-24 13:51:38,0,15,12
2023-08-24 13:51:45,4,15,5
2023-08-24 13:52:16,4,15,31
2023-08-24 13:53:19,4,15,62
2023-08-24 15:25:41,0,15,30
2023-08-24 15:43:08,0,15,13
2023-08-24 15:43:11,7,15,2
2023-08-24 15:45:28,0,15,15
2023-08-24 15:47:34,7,15,121
2023-08-24 16:01:55,0,15,15
2023-08-24 16:02:08,7,15,2
2023-08-24 16:08:37,0,15,42
2023-08-24 16:08:42,4,15,3
2023-08-24 16:08:45,4,15,2
2023-08-24 16:18:41,0,15,210
2023-08-24 16:18:51,4,15,8
2023-08-24 16:19:12,4,15,21
2023-08-24 16:26:26,0,15,289
2023-08-24 16:30:46,4,15,255
2023-08-24 16:32:37,4,15,110
2023-08-24 16:36:13,0,15,15
2023-08-24 16:36:24,0,15,14
2023-08-24 16:36:27,4,15,2
2023-08-24 16:58:25,0,15,146
2023-08-24 16:58:30,4,15,3
2023-08-24 16:58:31,4,15,1
2023-08-24 16:58:32,4,15,1
2023-08-24 16:58:33,4,15,1
2023-08-24 16:58:35,4,15,1
2023-08-24 17:00:10,0,15,116
2023-08-24 17:00:17,4,15,5
2023-08-24 17:00:22,4,15,4
2023-08-24 17:02:36,0,15,133
2023-08-24 17:02:43,4,15,4
2023-08-24 17:02:48,4,15,5
2023-08-24 17:03:27,0,15,51
2023-08-24 17:03:32,4,15,3
2023-08-24 17:03:36,4,15,4
2023-08-24 17:03:48,0,15,10
2023-08-24 17:03:53,1,15,3
2023-08-24 17:04:42,0,15,51
2023-08-24 17:04:47,4,15,3
2023-08-24 17:04:53,4,15,6
2023-08-24 17:04:55,4,15,2
2023-08-24 17:04:59,4,15,3
2023-08-24 17:05:01,4,15,2
2023-08-24 17:05:40,0,15,55
2023-08-24 17:05:47,4,15,4
2023-08-24 17:05:53,4,15,6
2023-08-24 17:05:56,4,15,3
2023-08-24 17:05:58,4,15,2
2023-08-24 17:06:00,4,15,1
2023-08-24 17:06:02,4,15,2
2023-08-24 17:06:16,0,15,11
2023-08-24 17:06:22,1,15,4
2023-08-24 17:06:25,1,15,2
