,ts,task,empid,sec
502,2023-07-31 11:45:58,0,0,488346
501,2023-07-31 11:45:58,4,0,0
500,2023-07-31 11:46:01,4,0,2
499,2023-07-31 11:46:02,4,0,1
498,2023-07-31 11:46:04,4,0,1
497,2023-07-31 11:46:05,4,0,2
496,2023-07-31 11:46:07,4,0,1
495,2023-07-31 11:46:07,4,0,0
494,2023-07-31 11:46:07,4,0,1
493,2023-07-31 11:46:07,4,0,0
492,2023-07-31 11:46:07,4,0,0
491,2023-07-31 11:46:07,4,0,0
490,2023-07-31 11:46:08,4,0,0
489,2023-07-31 11:46:12,0,0,0
488,2023-07-31 11:46:19,0,0,7
487,2023-07-31 11:46:19,4,0,0
486,2023-07-31 11:46:23,0,0,0
485,2023-07-31 11:47:54,0,0,166
484,2023-07-31 11:47:54,4,0,0
483,2023-07-31 11:54:42,4,0,396
482,2023-07-31 11:55:12,4,0,29
481,2023-07-31 11:55:40,4,0,27
480,2023-07-31 11:56:10,4,0,29
479,2023-07-31 11:56:44,4,0,34
478,2023-07-31 11:57:16,4,0,30
477,2023-07-31 11:57:43,4,0,27
476,2023-07-31 11:58:37,4,0,53
475,2023-07-31 11:59:00,4,0,22
474,2023-07-31 11:59:29,4,0,28
473,2023-07-31 11:59:59,4,0,29
472,2023-07-31 12:00:23,4,0,23
471,2023-07-31 12:00:49,4,0,26
470,2023-07-31 12:01:18,4,0,28
469,2023-07-31 12:01:42,4,0,23
468,2023-07-31 12:02:07,4,0,25
467,2023-07-31 12:02:32,4,0,24
466,2023-07-31 12:03:00,4,0,27
465,2023-07-31 12:03:25,4,0,24
464,2023-07-31 12:03:50,4,0,25
463,2023-07-31 12:04:14,4,0,23
462,2023-07-31 12:04:38,4,0,23
461,2023-07-31 12:05:03,4,0,25
460,2023-07-31 12:05:48,4,0,44
459,2023-07-31 12:06:16,4,0,27
458,2023-07-31 12:06:42,4,0,25
457,2023-07-31 12:07:10,4,0,27
456,2023-07-31 12:07:32,4,0,22
455,2023-07-31 12:07:59,4,0,26
454,2023-07-31 12:08:23,4,0,23
453,2023-07-31 12:08:45,4,0,21
452,2023-07-31 12:09:36,4,0,50
451,2023-07-31 12:10:03,4,0,27
450,2023-07-31 12:10:34,4,0,30
449,2023-07-31 12:11:04,4,0,29
448,2023-07-31 12:11:56,4,0,50
447,2023-07-31 12:12:26,4,0,30
446,2023-07-31 12:12:54,4,0,27
445,2023-07-31 12:13:16,4,0,21
444,2023-07-31 12:13:40,4,0,24
443,2023-07-31 12:14:09,4,0,28
442,2023-07-31 12:14:31,4,0,21
441,2023-07-31 12:14:58,4,0,26
440,2023-07-31 12:15:24,4,0,26
439,2023-07-31 12:15:53,4,0,28
438,2023-07-31 12:16:17,4,0,23
437,2023-07-31 12:16:43,4,0,26
436,2023-07-31 12:17:08,4,0,24
435,2023-07-31 12:17:52,4,0,43
434,2023-07-31 12:18:36,4,0,43
433,2023-07-31 12:19:06,4,0,29
432,2023-07-31 12:19:32,4,0,26
431,2023-07-31 12:19:56,4,0,23
430,2023-07-31 12:20:20,4,0,23
429,2023-07-31 12:20:43,4,0,23
428,2023-07-31 12:21:13,4,0,29
427,2023-07-31 12:21:45,4,0,31
426,2023-07-31 12:22:11,4,0,26
425,2023-07-31 12:22:40,4,0,28
424,2023-07-31 12:23:09,4,0,28
423,2023-07-31 12:23:33,4,0,24
422,2023-07-31 12:23:59,4,0,25
421,2023-07-31 12:24:26,4,0,26
420,2023-07-31 12:24:49,4,0,22
419,2023-07-31 12:26:07,4,0,76
418,2023-07-31 12:27:02,4,0,54
417,2023-07-31 12:27:29,4,0,27
416,2023-07-31 12:27:53,4,0,22
415,2023-07-31 12:28:16,4,0,23
414,2023-07-31 12:28:42,4,0,26
413,2023-07-31 12:29:13,4,0,30
412,2023-07-31 12:29:46,4,0,32
411,2023-07-31 12:30:12,4,0,25
410,2023-07-31 12:31:05,4,0,52
409,2023-07-31 12:31:35,4,0,30
408,2023-07-31 12:32:15,4,0,38
407,2023-07-31 12:32:42,4,0,26
406,2023-07-31 12:33:04,4,0,22
405,2023-07-31 12:33:47,4,0,42
404,2023-07-31 12:34:15,4,0,27
403,2023-07-31 12:34:42,4,0,26
402,2023-07-31 12:35:10,4,0,27
401,2023-07-31 12:35:39,4,0,29
400,2023-07-31 12:36:40,4,0,59
399,2023-07-31 12:37:06,4,0,26
398,2023-07-31 12:37:36,4,0,29
397,2023-07-31 12:38:09,4,0,32
396,2023-07-31 12:38:34,4,0,24
395,2023-07-31 12:38:59,4,0,25
394,2023-07-31 12:49:01,4,0,585
393,2023-07-31 12:49:24,4,0,23
392,2023-07-31 12:50:00,4,0,35
391,2023-07-31 12:50:26,4,0,25
390,2023-07-31 12:50:50,4,0,23
389,2023-07-31 12:51:20,4,0,29
388,2023-07-31 12:51:49,4,0,29
387,2023-07-31 12:52:16,4,0,26
386,2023-07-31 12:52:41,4,0,25
385,2023-07-31 12:53:05,4,0,23
384,2023-07-31 12:53:27,4,0,22
383,2023-07-31 12:54:26,4,0,57
