ts,task,empid,sec
2023-09-07 09:00:17,5,0,22
2023-09-07 09:00:40,5,0,21
2023-09-07 09:01:06,5,0,26
2023-09-07 09:01:32,5,0,25
2023-09-07 09:02:00,5,0,28
2023-09-07 09:02:26,5,0,25
2023-09-07 09:02:53,5,0,27
2023-09-07 09:03:16,5,0,22
2023-09-07 09:03:40,5,0,23
2023-09-07 09:04:05,5,0,24
2023-09-07 09:04:29,5,0,24
2023-09-07 09:04:55,5,0,25
2023-09-07 09:05:18,5,0,23
2023-09-07 09:05:39,5,0,21
2023-09-07 09:06:06,5,0,26
2023-09-07 09:06:33,5,0,26
2023-09-07 09:06:59,5,0,26
2023-09-07 09:07:24,5,0,24
2023-09-07 09:07:53,5,0,28
2023-09-07 09:08:21,5,0,28
2023-09-07 09:08:58,5,0,35
2023-09-07 09:09:23,5,0,25
2023-09-07 09:13:55,5,0,267
2023-09-07 09:14:17,5,0,21
2023-09-07 09:15:07,5,0,23
2023-09-07 09:15:27,5,0,20
2023-09-07 09:15:50,5,0,23
2023-09-07 09:16:14,5,0,23
2023-09-07 09:16:38,5,0,24
2023-09-07 09:17:01,5,0,22
2023-09-07 09:17:46,5,0,44
2023-09-07 09:18:16,5,0,29
2023-09-07 09:18:40,5,0,23
2023-09-07 09:19:02,5,0,21
2023-09-07 09:19:26,5,0,24
2023-09-07 09:19:55,5,0,28
2023-09-07 09:20:21,5,0,26
2023-09-07 09:20:46,5,0,24
2023-09-07 09:21:09,5,0,23
2023-09-07 09:21:32,5,0,22
2023-09-07 09:21:56,5,0,24
2023-09-07 09:22:47,5,0,49
2023-09-07 09:23:07,5,0,21
2023-09-07 09:23:35,5,0,27
2023-09-07 09:23:59,5,0,24
2023-09-07 09:24:49,5,0,48
2023-09-07 09:26:00,5,0,70
2023-09-07 09:26:26,5,0,26
2023-09-07 09:26:51,5,0,24
2023-09-07 09:27:14,5,0,22
2023-09-07 09:27:40,5,0,25
2023-09-07 09:30:18,5,0,27
2023-09-07 09:30:31,5,0,14
2023-09-07 09:30:58,5,0,25
2023-09-07 09:31:23,5,0,24
2023-09-07 09:33:19,5,0,14
2023-09-07 09:33:46,5,0,27
2023-09-07 09:34:12,5,0,25
2023-09-07 09:34:37,5,0,25
2023-09-07 09:35:12,5,0,33
2023-09-07 09:35:27,5,0,15
2023-09-07 09:35:51,5,0,24
2023-09-07 09:36:17,5,0,25
2023-09-07 09:36:43,5,0,26
2023-09-07 09:37:09,5,0,25
2023-09-07 09:37:34,5,0,24
2023-09-07 09:38:58,5,0,83
2023-09-07 09:39:32,5,0,33
2023-09-07 09:39:53,5,0,21
2023-09-07 09:40:23,5,0,28
2023-09-07 09:40:48,5,0,25
2023-09-07 09:41:11,5,0,23
2023-09-07 09:41:34,5,0,22
2023-09-07 09:42:04,5,0,29
2023-09-07 09:42:25,5,0,21
2023-09-07 09:42:51,5,0,23
2023-09-07 09:43:15,5,0,25
2023-09-07 09:43:38,5,0,22
2023-09-07 09:44:02,5,0,23
2023-09-07 09:44:25,5,0,23
2023-09-07 09:45:15,5,0,49
2023-09-07 09:45:38,5,0,22
2023-09-07 09:46:03,5,0,25
2023-09-07 09:48:55,5,0,168
2023-09-07 09:49:19,5,0,24
2023-09-07 09:49:44,5,0,25
2023-09-07 09:50:10,5,0,25
2023-09-07 09:50:35,5,0,24
2023-09-07 09:51:01,5,0,26
2023-09-07 09:51:25,5,0,23
2023-09-07 09:52:17,5,0,50
2023-09-07 09:52:43,5,0,26
2023-09-07 09:53:07,5,0,24
2023-09-07 09:53:57,5,0,49
2023-09-07 09:54:22,5,0,23
2023-09-07 09:54:47,5,0,25
2023-09-07 09:55:35,5,0,46
2023-09-07 09:55:58,5,0,24
2023-09-07 09:56:23,5,0,24
2023-09-07 09:56:47,5,0,24
2023-09-07 09:57:13,5,0,24
2023-09-07 09:57:36,5,0,23
2023-09-07 09:58:01,5,0,25
2023-09-07 09:58:26,5,0,24
2023-09-07 09:58:50,5,0,23
2023-09-07 09:59:13,5,0,23
2023-09-07 09:59:39,5,0,25
2023-09-07 10:00:02,5,0,23
2023-09-07 10:00:31,5,0,28
2023-09-07 10:00:58,5,0,27
2023-09-07 10:01:48,5,0,48
2023-09-07 10:02:14,5,0,26
2023-09-07 10:02:41,5,0,25
2023-09-07 10:03:06,5,0,25
2023-09-07 10:03:31,5,0,25
2023-09-07 10:04:20,5,0,47
2023-09-07 10:04:56,5,0,36
2023-09-07 10:05:24,5,0,27
2023-09-07 10:05:52,5,0,27
2023-09-07 10:06:21,5,0,24
2023-09-07 10:06:42,5,0,21
2023-09-07 10:07:18,5,0,36
2023-09-07 10:07:44,5,0,25
2023-09-07 10:08:06,5,0,21
2023-09-07 10:08:29,5,0,22
2023-09-07 10:08:52,5,0,23
2023-09-07 10:09:18,5,0,25
2023-09-07 10:09:49,5,0,30
2023-09-07 10:10:20,5,0,30
2023-09-07 10:10:51,5,0,31
2023-09-07 10:11:21,5,0,29
2023-09-07 10:11:45,5,0,23
2023-09-07 10:12:07,5,0,22
2023-09-07 10:12:33,5,0,25
2023-09-07 10:12:56,5,0,22
2023-09-07 10:13:20,5,0,24
2023-09-07 10:13:44,5,0,23
2023-09-07 10:14:09,5,0,24
2023-09-07 10:14:37,5,0,28
2023-09-07 10:15:04,5,0,26
2023-09-07 10:15:30,5,0,25
2023-09-07 10:16:14,5,0,44
2023-09-07 10:16:42,5,0,27
2023-09-07 10:17:06,5,0,23
2023-09-07 10:17:31,5,0,24
2023-09-07 10:17:56,5,0,24
2023-09-07 10:18:43,5,0,25
2023-09-07 10:18:45,5,0,24
2023-09-07 10:19:08,5,0,23
2023-09-07 10:19:33,5,0,24
2023-09-07 10:20:23,5,0,25
2023-09-07 10:20:28,5,0,6
2023-09-07 10:20:51,5,0,22
2023-09-07 10:21:16,5,0,25
2023-09-07 10:21:43,5,0,26
2023-09-07 10:22:07,5,0,24
2023-09-07 10:22:31,5,0,22
2023-09-07 10:22:56,5,0,25
2023-09-07 10:23:28,5,0,32
2023-09-07 10:23:52,5,0,23
2023-09-07 10:24:19,5,0,27
2023-09-07 10:24:50,5,0,30
2023-09-07 10:25:16,5,0,13
2023-09-07 10:25:43,5,0,26
2023-09-07 10:26:06,5,0,22
2023-09-07 10:26:34,5,0,27
2023-09-07 10:26:57,5,0,23
2023-09-07 10:51:02,0,0,80
2023-09-07 10:51:28,5,0,24
2023-09-07 10:51:51,5,0,22
2023-09-07 10:52:14,5,0,23
2023-09-07 10:52:39,5,0,24
2023-09-07 10:53:04,5,0,25
2023-09-07 10:53:27,5,0,22
2023-09-07 10:53:51,5,0,23
2023-09-07 10:54:17,5,0,25
2023-09-07 10:54:41,5,0,25
2023-09-07 10:55:05,5,0,22
2023-09-07 10:55:29,5,0,24
2023-09-07 10:56:13,5,0,43
2023-09-07 10:56:37,5,0,23
2023-09-07 10:57:01,5,0,24
2023-09-07 10:57:24,5,0,22
2023-09-07 10:57:48,5,0,23
2023-09-07 10:58:11,5,0,23
2023-09-07 10:58:36,5,0,25
2023-09-07 10:59:00,5,0,22
2023-09-07 10:59:27,5,0,27
2023-09-07 10:59:50,5,0,22
2023-09-07 11:00:16,5,0,25
2023-09-07 11:00:40,5,0,24
2023-09-07 11:01:09,5,0,29
2023-09-07 11:02:06,5,0,53
2023-09-07 11:02:31,5,0,25
2023-09-07 11:02:55,5,0,23
2023-09-07 11:03:20,5,0,25
2023-09-07 11:03:45,5,0,24
2023-09-07 11:04:08,5,0,23
2023-09-07 11:04:30,5,0,21
2023-09-07 11:04:55,5,0,25
2023-09-07 11:05:17,5,0,21
2023-09-07 11:05:41,5,0,23
2023-09-07 11:06:06,5,0,25
2023-09-07 11:06:31,5,0,24
2023-09-07 11:07:01,5,0,29
2023-09-07 11:07:24,5,0,23
2023-09-07 11:07:48,5,0,23
2023-09-07 11:08:10,5,0,22
2023-09-07 11:08:33,5,0,22
2023-09-07 11:08:57,5,0,24
2023-09-07 11:09:21,5,0,23
2023-09-07 11:09:46,5,0,25
2023-09-07 11:10:09,5,0,22
2023-09-07 11:10:33,5,0,24
2023-09-07 11:10:58,5,0,24
2023-09-07 11:11:24,5,0,26
2023-09-07 11:11:47,5,0,23
2023-09-07 11:13:21,5,0,92
2023-09-07 11:13:50,5,0,27
2023-09-07 11:14:18,5,0,28
2023-09-07 11:14:41,5,0,23
2023-09-07 11:15:04,5,0,22
2023-09-07 11:15:31,5,0,26
2023-09-07 11:16:03,5,0,31
2023-09-07 11:16:26,5,0,23
2023-09-07 11:16:51,5,0,24
2023-09-07 11:17:17,5,0,26
2023-09-07 11:17:41,5,0,23
2023-09-07 11:18:05,5,0,24
2023-09-07 11:18:30,5,0,24
2023-09-07 11:18:53,5,0,23
2023-09-07 11:20:03,5,0,53
2023-09-07 11:20:51,5,0,31
2023-09-07 11:21:24,5,0,24
2023-09-07 11:26:19,5,0,291
2023-09-07 11:26:45,5,0,25
2023-09-07 11:27:12,5,0,26
2023-09-07 11:27:37,5,0,24
2023-09-07 11:28:02,5,0,25
2023-09-07 11:28:29,5,0,26
2023-09-07 11:30:18,5,0,107
2023-09-07 11:31:14,5,0,56
2023-09-07 11:31:37,5,0,22
2023-09-07 11:32:01,5,0,23
2023-09-07 11:32:25,5,0,23
2023-09-07 11:32:47,5,0,22
2023-09-07 11:33:14,5,0,27
2023-09-07 11:33:36,5,0,21
2023-09-07 11:33:59,5,0,22
2023-09-07 11:34:24,5,0,25
2023-09-07 11:34:51,5,0,26
2023-09-07 11:35:18,5,0,27
2023-09-07 11:35:42,5,0,23
2023-09-07 11:36:05,5,0,22
2023-09-07 11:36:27,5,0,22
2023-09-07 11:36:49,5,0,22
2023-09-07 11:37:13,5,0,24
2023-09-07 11:37:37,5,0,23
2023-09-07 11:38:03,5,0,25
2023-09-07 11:38:30,5,0,26
2023-09-07 11:38:56,5,0,26
2023-09-07 11:39:21,5,0,24
2023-09-07 11:39:46,5,0,25
2023-09-07 11:40:13,5,0,26
2023-09-07 11:41:25,5,0,70
2023-09-07 11:42:10,5,0,45
2023-09-07 11:42:36,5,0,25
2023-09-07 11:43:00,5,0,24
2023-09-07 11:43:27,5,0,26
2023-09-07 11:43:55,5,0,27
2023-09-07 11:44:17,5,0,22
2023-09-07 11:44:43,5,0,25
2023-09-07 11:45:07,5,0,24
2023-09-07 11:45:30,5,0,22
2023-09-07 11:45:54,5,0,24
2023-09-07 11:46:20,5,0,25
2023-09-07 11:46:45,5,0,24
2023-09-07 11:47:09,5,0,23
2023-09-07 11:47:34,5,0,25
2023-09-07 11:47:57,5,0,23
2023-09-07 11:48:22,5,0,24
2023-09-07 11:48:47,5,0,25
2023-09-07 11:49:09,5,0,21
2023-09-07 11:49:33,5,0,23
2023-09-07 11:49:58,5,0,25
2023-09-07 11:50:23,5,0,24
2023-09-07 11:56:28,0,0,48
2023-09-07 11:56:57,5,0,26
2023-09-07 11:57:22,5,0,25
2023-09-07 11:57:45,5,0,22
2023-09-07 11:58:07,5,0,21
2023-09-07 11:58:30,5,0,23
2023-09-07 11:58:53,5,0,22
2023-09-07 11:59:16,5,0,23
2023-09-07 11:59:41,5,0,24
2023-09-07 12:00:06,5,0,25
2023-09-07 12:00:30,5,0,24
2023-09-07 12:06:50,0,0,371
2023-09-07 12:07:07,5,0,17
2023-09-07 12:07:54,5,0,46
2023-09-07 12:08:25,5,0,31
2023-09-07 12:08:43,5,0,17
2023-09-07 12:08:58,5,0,15
2023-09-07 12:09:26,5,0,27
2023-09-07 12:09:37,5,0,10
2023-09-07 12:09:56,5,0,19
2023-09-07 12:10:13,5,0,16
2023-09-07 12:10:28,5,0,15
2023-09-07 12:10:44,5,0,15
2023-09-07 12:11:00,5,0,16
2023-09-07 12:11:23,5,0,22
2023-09-07 12:11:33,5,0,10
2023-09-07 12:11:50,5,0,17
2023-09-07 12:13:16,5,0,84
2023-09-07 12:13:28,5,0,11
2023-09-07 12:13:47,5,0,19
2023-09-07 12:14:20,5,0,33
2023-09-07 12:14:35,5,0,14
2023-09-07 12:14:50,5,0,14
2023-09-07 12:15:06,5,0,16
2023-09-07 12:15:21,5,0,15
2023-09-07 12:15:42,5,0,20
2023-09-07 12:16:14,5,0,31
2023-09-07 12:16:29,5,0,15
2023-09-07 12:16:48,5,0,18
2023-09-07 12:17:58,5,0,69
2023-09-07 12:18:23,5,0,25
2023-09-07 12:18:47,5,0,23
2023-09-07 12:19:11,5,0,23
2023-09-07 12:19:33,5,0,22
2023-09-07 12:19:58,5,0,24
2023-09-07 12:20:21,5,0,22
2023-09-07 12:20:45,5,0,24
2023-09-07 12:21:07,5,0,22
2023-09-07 12:21:34,5,0,26
2023-09-07 12:23:40,5,0,123
2023-09-07 12:24:03,5,0,23
2023-09-07 12:24:26,5,0,22
2023-09-07 12:24:48,5,0,20
2023-09-07 12:25:18,5,0,31
2023-09-07 12:25:43,5,0,24
2023-09-07 12:26:07,5,0,23
2023-09-07 12:26:29,5,0,22
2023-09-07 12:27:13,5,0,43
2023-09-07 12:27:42,5,0,29
2023-09-07 12:28:42,5,0,58
2023-09-07 12:29:11,5,0,28
2023-09-07 12:29:33,5,0,22
2023-09-07 12:29:54,5,0,21
2023-09-07 12:30:16,5,0,21
2023-09-07 12:30:40,5,0,23
2023-09-07 12:31:22,5,0,42
2023-09-07 12:31:45,5,0,22
2023-09-07 12:32:08,5,0,22
2023-09-07 12:34:18,5,0,128
2023-09-07 12:34:39,5,0,21
2023-09-07 12:35:04,5,0,24
2023-09-07 12:35:30,5,0,25
2023-09-07 12:35:55,5,0,24
2023-09-07 12:36:18,5,0,23
2023-09-07 12:36:42,5,0,24
2023-09-07 12:37:54,5,0,70
2023-09-07 12:38:23,5,0,29
2023-09-07 12:38:47,5,0,22
2023-09-07 12:39:10,5,0,23
2023-09-07 12:39:33,5,0,23
2023-09-07 12:39:58,5,0,24
2023-09-07 12:40:23,5,0,24
2023-09-07 12:40:50,5,0,27
2023-09-07 12:41:17,5,0,26
2023-09-07 12:41:39,5,0,22
2023-09-07 12:42:02,5,0,23
2023-09-07 12:42:29,5,0,26
2023-09-07 12:42:52,5,0,23
2023-09-07 12:43:15,5,0,22
2023-09-07 12:43:42,5,0,26
2023-09-07 12:44:04,5,0,22
2023-09-07 12:44:26,5,0,21
2023-09-07 12:44:47,5,0,21
2023-09-07 12:45:11,5,0,23
2023-09-07 12:45:32,5,0,21
2023-09-07 12:45:58,5,0,26
2023-09-07 12:46:20,5,0,20
2023-09-07 12:46:41,5,0,21
2023-09-07 12:47:18,5,0,36
2023-09-07 12:47:41,5,0,23
2023-09-07 12:48:29,5,0,46
2023-09-07 12:48:55,5,0,26
2023-09-07 12:49:18,5,0,23
2023-09-07 12:49:43,5,0,23
2023-09-07 12:50:45,5,0,62
2023-09-07 12:51:07,5,0,21
2023-09-07 12:51:30,5,0,22
2023-09-07 12:51:53,5,0,23
2023-09-07 12:52:16,5,0,23
2023-09-07 12:52:40,5,0,23
2023-09-07 12:53:02,5,0,21
2023-09-07 12:53:23,5,0,20
2023-09-07 12:53:45,5,0,22
2023-09-07 12:54:07,5,0,22
2023-09-07 12:54:30,5,0,22
2023-09-07 12:54:54,5,0,24
2023-09-07 12:55:17,5,0,22
2023-09-07 12:55:39,5,0,22
2023-09-07 12:56:02,5,0,22
2023-09-07 12:56:24,5,0,22
2023-09-07 12:56:52,5,0,27
2023-09-07 12:57:14,5,0,22
2023-09-07 12:57:36,5,0,21
2023-09-07 12:58:05,5,0,28
2023-09-07 14:03:02,0,0,3282
2023-09-07 14:03:26,5,0,22
2023-09-07 14:03:51,5,0,24
2023-09-07 14:04:23,5,0,31
2023-09-07 14:04:45,5,0,21
2023-09-07 14:05:08,5,0,23
2023-09-07 14:05:30,5,0,22
2023-09-07 14:05:53,5,0,22
2023-09-07 14:06:25,5,0,30
2023-09-07 14:06:47,5,0,23
2023-09-07 14:07:11,5,0,23
2023-09-07 14:07:35,5,0,24
2023-09-07 14:07:59,5,0,23
2023-09-07 14:08:25,5,0,26
2023-09-07 14:08:47,5,0,21
2023-09-07 14:09:11,5,0,23
2023-09-07 14:09:35,5,0,23
2023-09-07 14:09:58,5,0,23
2023-09-07 14:10:23,5,0,25
2023-09-07 14:10:45,5,0,21
2023-09-07 14:11:07,5,0,21
2023-09-07 14:11:32,5,0,25
2023-09-07 14:12:05,5,0,32
2023-09-07 14:12:32,5,0,26
2023-09-07 14:16:49,5,0,108
2023-09-07 14:17:32,5,0,27
2023-09-07 14:46:11,5,0,24
2023-09-07 14:47:03,5,0,51
2023-09-07 14:47:26,5,0,23
2023-09-07 14:47:51,5,0,20
2023-09-07 14:48:09,5,0,22
2023-09-07 14:48:57,5,0,11
2023-09-07 14:49:35,5,0,23
2023-09-07 14:50:06,5,0,21
2023-09-07 14:50:30,5,0,24
2023-09-07 14:51:01,5,0,28
2023-09-07 14:51:24,5,0,24
2023-09-07 14:51:49,5,0,23
2023-09-07 14:55:06,5,0,23
2023-09-07 14:55:35,5,0,64
2023-09-07 14:55:40,5,0,5
2023-09-07 14:56:00,5,0,21
2023-09-07 14:56:23,5,0,22
2023-09-07 14:56:45,5,0,22
2023-09-07 14:57:10,5,0,24
2023-09-07 14:57:39,5,0,25
2023-09-07 14:58:01,5,0,25
2023-09-07 14:58:41,5,0,27
2023-09-07 14:58:53,5,0,12
2023-09-07 14:59:15,5,0,21
2023-09-07 15:00:54,5,0,23
2023-09-07 15:01:35,5,0,24
2023-09-07 15:01:42,5,0,23
2023-09-07 15:02:08,5,0,25
2023-09-07 15:02:41,5,0,26
2023-09-07 15:03:03,5,0,22
2023-09-07 15:03:30,5,0,24
2023-09-07 15:04:48,5,0,76
2023-09-07 15:05:24,5,0,35
2023-09-07 15:05:47,5,0,23
2023-09-07 15:06:12,5,0,22
2023-09-07 15:07:01,5,0,24
2023-09-07 15:08:49,5,0,23
2023-09-07 15:09:56,5,0,13
2023-09-07 15:10:47,5,0,22
2023-09-07 15:10:54,5,0,13
2023-09-07 15:16:37,5,0,25
2023-09-07 15:17:09,5,0,31
2023-09-07 15:17:11,5,0,2
2023-09-07 15:18:27,5,0,74
2023-09-07 15:18:46,5,0,19
2023-09-07 15:21:05,5,0,129
2023-09-07 15:22:09,5,0,61
2023-09-07 15:22:55,5,0,39
2023-09-07 15:34:21,5,0,583
